_id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,race,gender
7494,0,0,coupon,instagram,4,61.99,4,16,nothing,white,female
7495,0,0,coupon,google,0,0,1,4,something,minority,male
7496,0,0,control,google,4,57.49,0,18,nothing,minority,female
7497,1,77.99,control,instagram,10,77.99,3,2,something,white,male
7498,0,0,coupon,google,0,0,6,23,nothing,minority,female
7499,0,0,coupon,referral,0,0,5,20,nothing,white,female
7500,0,0,control,google,1,63.99,0,15,something,minority,male
7501,0,0,coupon,facebook,5,54.99,7,10,nothing,white,male
7502,1,82.99,control,instagram,3,82.99,0,6,something,white,male
7503,0,0,control,facebook,0,0,1,10,nothing,white,female
7504,0,0,coupon,facebook,0,0,1,9,something,white,male
7505,0,0,control,google,0,0,0,10,nothing,white,male
7506,0,0,coupon,referral,1,42.49,1,15,nothing,white,female
7507,0,0,control,instagram,1,135.98,2,12,something,white,male
7508,0,0,coupon,google,1,226.47,0,22,nothing,minority,female
7509,0,0,coupon,facebook,1,40.49,3,16,nothing,white,male
7510,1,54.99,control,facebook,9,54.99,3,11,something,white,male
7511,0,0,control,google,0,0,2,17,nothing,white,female
7512,0,0,control,google,0,0,1,10,nothing,white,male
7513,0,0,control,facebook,3,69.98,6,26,nothing,white,female
7514,0,0,control,other,4,62.99,5,17,nothing,white,female
7515,0,0,control,google,1,58.99,1,9,something,white,male
7516,0,0,coupon,instagram,1,64.99,4,9,nothing,white,male
7517,1,50.392,coupon,facebook,3,62.99,3,20,something,white,female
7518,0,0,coupon,google,6,55.99,5,19,nothing,white,male
7519,0,0,coupon,instagram,4,130.98,5,24,nothing,white,female
7520,0,0,coupon,google,2,60.99,6,12,nothing,white,female
7521,0,0,control,google,0,0,3,13,nothing,white,female
7522,0,0,coupon,google,0,0,2,7,something,white,male
7523,2,97.584,coupon,instagram,10,243.96,0,6,nothing,white,male
7524,0,0,control,facebook,1,63.49,1,19,something,minority,female
7525,0,0,coupon,instagram,0,0,3,25,nothing,minority,female
7526,0,0,coupon,google,0,0,4,20,something,minority,female
7527,2,153.98,control,facebook,9,76.99,5,9,nothing,white,male
7528,0,0,control,referral,0,0,5,6,nothing,white,male
7529,0,0,control,google,0,0,6,13,nothing,white,female
7530,0,0,coupon,google,0,0,6,1,nothing,white,male
7531,0,0,coupon,google,3,82.99,6,10,nothing,white,female
7532,0,0,coupon,google,3,54.99,5,15,nothing,white,female
7533,0,0,coupon,instagram,5,60.99,5,22,nothing,white,female
7534,0,0,coupon,facebook,8,59.49,7,11,nothing,white,female
7535,0,0,control,facebook,0,0,2,19,nothing,white,female
7536,0,0,control,instagram,0,0,0,5,nothing,white,female
7537,0,0,coupon,facebook,0,0,4,17,nothing,white,female
7538,0,0,control,google,4,67.99,1,21,nothing,white,female
7539,0,0,control,google,0,0,3,14,nothing,minority,male
7540,0,0,control,facebook,1,45.99,1,7,something,white,male
7541,0,0,control,instagram,0,0,4,12,nothing,white,female
7542,0,0,coupon,google,2,61.49,2,16,something,white,female
7543,0,0,coupon,facebook,0,0,6,7,nothing,white,male
7544,1,55.99,control,other,0,0,1,18,something,minority,male
7545,0,0,control,google,2,73.99,2,12,nothing,white,male
7546,0,0,control,google,2,209.97,4,12,nothing,white,female
7547,0,0,coupon,instagram,0,0,3,13,nothing,white,female
7548,0,0,control,google,1,46.99,0,10,something,white,male
7549,0,0,control,instagram,0,0,4,12,nothing,white,female
7550,0,0,coupon,facebook,0,0,0,5,nothing,white,male
7551,0,0,coupon,google,0,0,1,13,nothing,minority,male
7552,0,0,control,google,3,81.98,6,18,nothing,minority,female
7553,0,0,coupon,instagram,3,70.49,0,25,nothing,white,female
7554,0,0,control,instagram,1,53.49,0,18,something,minority,female
7555,0,0,coupon,instagram,0,0,2,11,something,white,female
7556,0,0,coupon,instagram,0,0,4,9,something,white,female
7557,0,0,control,google,5,67.99,1,11,nothing,minority,male
7558,0,0,coupon,instagram,2,63.49,4,15,nothing,white,female
7559,0,0,control,google,1,49.49,3,16,nothing,white,male
7560,0,0,control,google,1,61.99,1,13,something,minority,female
7561,0,0,coupon,instagram,0,0,6,20,nothing,white,female
7562,0,0,coupon,facebook,1,42.99,4,21,nothing,white,female
7563,0,0,coupon,instagram,1,149.98,7,10,something,white,male
7564,0,0,control,google,2,111.98,7,19,something,white,female
7565,0,0,coupon,google,2,58.99,2,18,something,white,male
7566,0,0,control,instagram,2,41.49,5,25,nothing,white,female
7567,0,0,control,google,0,0,3,24,nothing,white,male
7568,0,0,control,facebook,0,0,3,4,nothing,white,male
7569,0,0,coupon,google,0,0,6,19,nothing,white,female
7570,0,0,coupon,facebook,3,91.98,6,2,nothing,white,male
7571,0,0,coupon,instagram,1,123.98,1,15,something,white,female
7572,1,61.99,control,instagram,0,0,4,25,nothing,white,female
7573,0,0,coupon,other,2,81.99,0,19,nothing,white,male
7574,0,0,coupon,instagram,1,60.49,1,16,something,white,female
7575,1,56.99,control,google,8,56.99,4,14,something,white,male
7576,0,0,coupon,instagram,0,0,6,18,nothing,white,female
7577,1,50.392,coupon,instagram,0,0,0,23,something,white,female
7578,1,48.49,control,instagram,0,0,1,4,nothing,white,male
7579,0,0,control,facebook,2,63.99,2,15,nothing,white,female
7580,0,0,control,instagram,4,40.49,6,7,nothing,minority,female
7581,1,50.792,coupon,google,0,0,0,14,something,white,female
7582,0,0,coupon,google,0,0,6,18,something,white,female
7583,0,0,coupon,instagram,0,0,5,19,something,white,female
7584,0,0,control,google,5,71.99,1,2,nothing,minority,male
7585,0,0,coupon,google,2,109.98,7,16,something,white,male
7586,0,0,control,google,2,53.99,2,20,nothing,white,female
7587,0,0,control,google,1,65.99,1,11,nothing,white,female
7588,0,0,coupon,google,0,0,5,14,nothing,minority,female
7589,0,0,control,instagram,4,63.99,5,12,nothing,white,female
7590,1,46.392,coupon,instagram,0,0,1,8,nothing,white,male
7591,0,0,control,google,0,0,1,23,nothing,white,female
7592,0,0,control,instagram,0,0,0,4,nothing,white,male
7593,0,0,coupon,google,0,0,5,18,nothing,white,female
7594,0,0,coupon,referral,2,125.98,4,9,something,white,male
7595,0,0,control,facebook,1,65.49,6,13,nothing,white,female
7596,0,0,coupon,facebook,1,121.98,4,12,nothing,white,female
7597,0,0,coupon,facebook,0,0,5,14,nothing,white,female
7598,0,0,control,instagram,7,113.98,7,16,nothing,white,female
7599,0,0,coupon,google,1,53.99,5,13,nothing,white,male
7600,0,0,control,google,2,51.49,0,7,something,minority,male
7601,0,0,coupon,instagram,3,176.97,1,4,nothing,white,male
7602,0,0,control,google,4,57.49,2,23,nothing,minority,female
7603,0,0,coupon,google,3,65.99,0,14,something,minority,female
7604,0,0,control,instagram,5,114.98,3,3,nothing,white,male
7605,0,0,coupon,google,3,48.49,5,2,nothing,white,male
7606,0,0,control,google,5,218.97,5,3,something,minority,male
7607,0,0,coupon,facebook,1,144.98,1,21,nothing,white,female
7608,0,0,control,instagram,1,138.98,1,15,nothing,white,female
7609,0,0,coupon,google,2,58.99,0,6,nothing,white,male
7610,0,0,control,instagram,4,58.99,7,5,nothing,white,female
7611,0,0,control,facebook,2,125.98,5,8,something,white,male
7612,0,0,coupon,google,0,0,4,1,something,white,male
7613,1,35.192,coupon,instagram,0,0,0,18,nothing,white,female
7614,0,0,coupon,google,2,149.98,6,15,something,minority,female
7615,0,0,control,instagram,0,0,7,14,nothing,white,female
7616,0,0,coupon,facebook,0,0,5,14,something,white,male
7617,0,0,control,google,3,53.49,1,11,something,minority,male
7618,0,0,control,google,2,57.49,5,20,nothing,white,male
7619,0,0,coupon,instagram,1,66.99,5,16,nothing,white,female
7620,0,0,coupon,instagram,3,160.47,0,26,nothing,white,female
7621,0,0,coupon,google,0,0,5,22,nothing,minority,female
7622,0,0,control,referral,4,80.99,6,15,nothing,white,male
7623,0,0,control,google,3,82.99,3,27,nothing,minority,female
7624,0,0,coupon,instagram,1,130.98,4,17,nothing,white,female
7625,0,0,control,google,0,0,4,22,nothing,white,female
7626,2,95.984,coupon,google,19,59.99,0,6,something,white,male
7627,0,0,coupon,google,0,0,5,9,nothing,white,male
7628,0,0,control,instagram,0,0,0,12,nothing,white,female
7629,0,0,control,instagram,3,116.98,7,17,nothing,white,male
7630,1,52.792,coupon,instagram,3,65.99,0,5,nothing,white,male
7631,0,0,coupon,google,0,0,0,18,nothing,white,female
7632,0,0,coupon,facebook,2,57.99,3,10,something,white,female
7633,0,0,control,google,2,137.98,6,13,nothing,white,male
7634,0,0,coupon,instagram,6,41.49,7,9,something,white,male
7635,0,0,coupon,google,0,0,5,18,nothing,white,female
7636,0,0,control,google,1,57.49,0,14,nothing,minority,female
7637,0,0,coupon,instagram,2,83.98,0,17,nothing,white,female
7638,0,0,coupon,instagram,0,0,3,28,nothing,white,female
7639,0,0,control,google,10,55.99,5,7,nothing,white,male
7640,0,0,coupon,google,3,42.99,0,15,nothing,white,male
7641,0,0,control,google,0,0,5,9,nothing,minority,female
7642,0,0,coupon,google,2,49.99,3,19,nothing,minority,female
7643,0,0,control,facebook,1,157.98,2,1,nothing,white,male
7644,0,0,coupon,google,2,64.99,0,17,nothing,minority,female
7645,0,0,control,google,2,154.47,5,19,something,white,female
7646,0,0,coupon,facebook,3,51.49,3,12,nothing,white,male
7647,0,0,coupon,facebook,1,57.99,2,25,nothing,white,female
7648,0,0,control,google,0,0,6,18,nothing,minority,female
7649,1,50.99,control,instagram,0,0,6,8,nothing,white,female
7650,0,0,control,google,1,122.98,5,19,nothing,minority,female
7651,0,0,control,instagram,3,63.99,0,25,nothing,white,female
7652,0,0,coupon,google,4,55.99,3,19,nothing,white,female
7653,0,0,coupon,referral,8,113.98,5,12,nothing,white,female
7654,0,0,coupon,google,1,56.99,4,22,nothing,minority,female
7655,0,0,control,google,0,0,6,16,nothing,minority,female
7656,0,0,coupon,google,3,146.98,2,23,nothing,white,female
7657,0,0,coupon,facebook,2,50.99,2,21,nothing,white,female
7658,0,0,coupon,google,0,0,4,11,something,minority,male
7659,0,0,control,facebook,0,0,1,7,nothing,white,female
7660,0,0,control,facebook,0,0,7,19,something,white,female
7661,0,0,coupon,referral,0,0,1,20,nothing,white,female
7662,1,50.392,coupon,google,12,62.99,1,9,nothing,white,male
7663,0,0,control,facebook,1,73.99,3,18,nothing,white,female
7664,0,0,coupon,instagram,2,65.49,6,19,nothing,white,female
7665,0,0,control,facebook,1,138.98,5,14,something,white,female
7666,0,0,control,google,0,0,5,1,nothing,minority,male
7667,0,0,control,instagram,1,60.99,5,15,nothing,white,female
7668,1,45.592,coupon,instagram,2,56.99,4,9,something,white,female
7669,3,127.176,coupon,instagram,2,52.99,2,16,something,white,female
7670,0,0,coupon,facebook,0,0,5,10,nothing,white,male
7671,0,0,coupon,facebook,2,66.99,3,14,nothing,white,female
7672,0,0,control,instagram,1,55.49,6,19,nothing,white,female
7673,0,0,control,google,0,0,1,19,something,white,male
7674,0,0,control,google,2,97.98,5,26,nothing,white,female
7675,0,0,coupon,google,6,95.98,1,18,nothing,white,female
7676,0,0,coupon,instagram,0,0,0,2,nothing,white,male
7677,0,0,control,google,0,0,0,18,nothing,white,female
7678,0,0,control,instagram,0,0,0,15,nothing,white,female
7679,0,0,control,google,3,73.99,4,4,something,white,male
7680,0,0,control,facebook,4,45.99,6,8,nothing,white,male
7681,0,0,control,facebook,2,54.49,5,19,nothing,white,female
7682,0,0,control,instagram,1,78.99,5,18,nothing,white,female
7683,0,0,coupon,google,2,48.99,6,1,nothing,minority,male
7684,0,0,control,google,3,123.98,6,16,nothing,minority,female
7685,0,0,coupon,instagram,0,0,2,5,nothing,white,male
7686,0,0,control,instagram,1,132.98,4,9,nothing,white,female
7687,1,50.99,control,facebook,3,101.98,3,16,something,white,female
7688,0,0,coupon,instagram,0,0,2,14,something,white,female
7689,0,0,control,facebook,0,0,6,12,nothing,white,male
7690,0,0,control,instagram,0,0,0,19,nothing,white,female
7691,0,0,control,google,1,125.98,2,17,nothing,minority,female
7692,0,0,coupon,google,8,42.49,7,16,nothing,white,female
7693,0,0,coupon,instagram,2,54.99,0,15,nothing,white,female
7694,0,0,coupon,facebook,0,0,2,19,nothing,white,female
7695,0,0,coupon,google,5,279.96,5,13,nothing,minority,female
7696,0,0,coupon,facebook,0,0,6,7,nothing,white,male
7697,1,62.49,control,instagram,4,124.98,0,25,nothing,white,female
7698,0,0,coupon,google,1,62.99,4,2,nothing,white,male
7699,0,0,control,other,3,50.49,6,20,nothing,white,female
7700,0,0,control,google,1,68.99,5,19,nothing,minority,female
7701,0,0,coupon,google,3,72.99,1,8,something,minority,male
7702,0,0,control,google,0,0,1,13,nothing,white,female
7703,0,0,coupon,google,0,0,4,16,nothing,minority,male
7704,0,0,coupon,google,12,64.49,1,12,nothing,white,male
7705,0,0,coupon,google,1,141.98,0,19,something,minority,male
7706,0,0,coupon,facebook,4,63.49,2,10,something,white,male
7707,0,0,coupon,other,1,251.96,0,9,nothing,white,female
7708,0,0,control,google,0,0,6,16,nothing,minority,female
7709,0,0,coupon,instagram,0,0,5,4,nothing,white,female
7710,0,0,control,instagram,1,194.97,4,2,something,white,male
7711,0,0,control,instagram,3,50.99,2,21,nothing,white,female
7712,0,0,coupon,facebook,2,47.99,5,5,nothing,white,male
7713,1,50.99,control,instagram,8,152.97,4,15,something,white,female
7714,0,0,control,instagram,0,0,1,3,nothing,white,male
7715,0,0,coupon,instagram,3,41.49,1,12,nothing,white,male
7716,0,0,coupon,google,0,0,4,10,something,minority,male
7717,0,0,control,google,2,72.99,3,14,something,white,male
7718,0,0,control,instagram,4,52.49,6,13,nothing,white,male
7719,0,0,control,google,0,0,4,9,something,minority,female
7720,0,0,control,instagram,0,0,0,10,something,white,female
7721,0,0,coupon,google,2,59.99,2,13,nothing,white,female
7722,0,0,control,facebook,0,0,6,13,nothing,white,male
7723,0,0,control,google,1,59.49,1,8,something,white,male
7724,0,0,control,instagram,0,0,3,4,nothing,white,male
7725,0,0,control,google,0,0,3,24,nothing,white,female
7726,0,0,coupon,facebook,3,46.99,4,12,something,white,male
7727,0,0,control,instagram,1,72.99,5,7,nothing,white,male
7728,0,0,control,google,2,179.98,2,22,nothing,white,male
7729,0,0,control,google,6,64.99,4,6,something,white,male
7730,0,0,control,facebook,0,0,6,10,nothing,white,male
7731,0,0,control,google,0,0,4,21,nothing,white,female
7732,0,0,coupon,google,8,259.96,5,13,nothing,minority,female
7733,0,0,control,facebook,2,32.99,4,1,nothing,white,male
7734,0,0,control,google,3,59.99,2,17,nothing,white,female
7735,0,0,coupon,other,3,188.97,3,12,something,white,male
7736,0,0,control,google,1,100.98,5,5,something,white,male
7737,0,0,control,instagram,2,50.99,6,19,nothing,white,female
7738,0,0,control,google,5,56.99,5,20,something,white,female
7739,0,0,control,facebook,0,0,2,12,something,white,male
7740,0,0,control,facebook,3,70.99,2,16,nothing,white,female
7741,0,0,control,instagram,0,0,2,19,nothing,white,female
7742,0,0,control,google,0,0,0,21,nothing,minority,female
7743,0,0,coupon,google,0,0,5,15,nothing,minority,male
7744,0,0,control,instagram,1,49.49,4,5,something,white,male
7745,0,0,coupon,facebook,4,68.99,2,20,nothing,white,female
7746,0,0,coupon,google,0,0,2,13,nothing,white,female
7747,0,0,control,facebook,1,99.98,6,21,nothing,white,female
7748,1,55.992,coupon,instagram,3,69.99,5,10,something,white,female
7749,0,0,coupon,google,5,66.99,2,3,nothing,white,male
7750,0,0,control,google,0,0,2,7,nothing,white,male
7751,1,49.592,coupon,instagram,1,61.99,5,14,something,white,female
7752,1,68.792,coupon,facebook,2,343.96,4,1,something,white,male
7753,0,0,coupon,instagram,2,127.98,6,11,nothing,white,female
7754,0,0,control,google,4,88.99,0,1,nothing,white,male
7755,2,85.98,control,facebook,9,85.98,0,15,something,white,male
7756,0,0,coupon,facebook,2,70.99,0,25,nothing,white,female
7757,3,151.176,coupon,instagram,2,62.99,7,16,something,white,female
7758,0,0,coupon,facebook,0,0,5,21,nothing,white,female
7759,0,0,control,google,0,0,6,26,nothing,white,female
7760,0,0,control,google,1,202.47,0,14,nothing,minority,female
7761,0,0,control,other,1,67.99,1,11,something,white,male
7762,0,0,control,instagram,3,68.49,1,1,something,white,male
7763,0,0,control,instagram,7,60.99,6,20,nothing,white,female
7764,0,0,coupon,google,2,102.98,3,17,nothing,minority,female
7765,0,0,control,instagram,0,0,2,21,nothing,white,female
7766,0,0,coupon,google,1,109.98,2,1,nothing,white,male
7767,0,0,control,google,3,62.99,6,4,nothing,white,male
7768,2,127.98,control,facebook,6,63.99,0,25,nothing,white,female
7769,0,0,control,instagram,5,122.98,2,21,nothing,white,female
7770,0,0,control,google,0,0,1,14,something,minority,male
7771,0,0,control,facebook,4,171.98,7,15,nothing,white,female
7772,0,0,coupon,facebook,3,199.47,6,17,nothing,white,female
7773,1,53.99,control,instagram,2,53.99,2,25,something,white,female
7774,0,0,control,google,2,149.97,5,2,nothing,minority,male
7775,0,0,control,instagram,0,0,1,17,nothing,white,female
7776,0,0,coupon,google,0,0,0,5,nothing,minority,male
7777,0,0,coupon,google,0,0,0,10,nothing,white,female
7778,0,0,coupon,instagram,2,69.99,0,1,something,white,male
7779,0,0,control,google,0,0,1,14,nothing,white,male
7780,0,0,coupon,facebook,2,83.99,4,17,nothing,white,female
7781,0,0,coupon,google,2,54.49,2,12,something,minority,male
7782,0,0,control,google,0,0,3,7,nothing,minority,female
7783,1,64.99,control,google,5,64.99,2,21,something,minority,female
7784,0,0,control,facebook,2,55.99,0,15,nothing,white,female
7785,1,77.99,control,referral,4,77.99,5,11,nothing,white,male
7786,0,0,control,google,1,111.98,6,4,something,minority,male
7787,0,0,coupon,google,11,130.98,5,17,nothing,minority,female
7788,0,0,coupon,instagram,0,0,4,17,nothing,white,male
7789,0,0,control,facebook,0,0,1,10,nothing,white,male
7790,0,0,coupon,facebook,2,197.97,0,13,something,white,male
7791,0,0,control,google,3,79.49,7,18,nothing,white,female
7792,0,0,coupon,google,7,72.99,2,12,nothing,white,male
